label,content
ham,Work? You got job eh?
ham,"Iie, miru koto ga arimasen"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,OK sure! I ll do that
ham,when will u get it ?
ham,Lol okay lo. Dont regret eh haha. After this semester no one pei youstalk people le. XD
ham,"At plaza sing, 10 pm or marina 1010 pm... Can make it? If not then next day lor..."
ham,5th jan  <TIME>  gmt Hamaray 6th jan  <TIME>  bantay hain
ham,Good canine. There will be a test for u nxt week
ham,Haha.. Ahh well :)
ham,m not free at night. Any objections?
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,LOL never mind then. Let me sacrifice for the good of mankind.
ham,Interview:)
ham,did u send her back ?
ham,Ya sure..  <#> pm works
ham,Yup!!! ARE YOU FREE TO WATCH REAL STEEL LATER?
ham,My friends
ham,What r u doing now? Taking ur aft nap?
ham,"aiya, chou chou i lvg hse. tink will late abit"
ham,Hey babe...ask u hor u prefer chalet at downtown east or juz a dae out at sentosa?Coz if bk chalet i dunno if e guyz can make it..if they cant den waste $ bk...
ham,Yup..print lliao...on the way to sch...wassup?...need to make changes?...
ham,I'm sorry darling
ham,Afternoon wanna play mahjong? I whole morning to bout 7pm nothing to do.
ham,Hey sorry. Have to meet u at bishan instead as i goin to have lunch earlier. Is that ok?
ham,THE IBM people are coming to our college tomorrow and are gonna take a session on tgmc... its goin to be damn useful for prj..so be present at  <#> am at tifac audi.. further if u hav any doubts regarding dis just ask me...reply once u get dis msg.... sinduja...
ham,I nid! The new one not as good
ham,No need safra card la.
ham,Hmm. So u want to meet till 3 is it?or from 3? I gt lecture at7pm...so can't stay till night.
ham,Tomw depends on wat time si going to meet us lah... If she not so early maybe we meet bugis else meet orchard lor
ham,Fujitsu hdd ok?
ham,Still on the way.. just left house. Haha
ham,Love u da
ham,Girl... how are u le? Mia so long.. wat happened?
ham,Please send car for servicing today itself
ham,Wth my meeting end le! Lol... I tink I stay in school study awhile... dun waste my time here lol
ham,"m sittin at e orchard boulevard, next to e control station, u reach liao den come find me..."
ham,Is there anything important 2 say? Good nite. May God bles u.
ham,K...k..
ham,Okay do we sign u up den
ham,Good worning Andreu! R u in the uni? Where were u last nite?
ham,What did you say XD
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,I jus left. Now on bus le. Kk ttyl
ham,Shopping lor... Wat else... Wat u doing at ur grandma house?
ham,Kin intro pls
ham,I end le.smith st got open.but sky abit dark.ü end le.call me.see how.
ham,Time to poke my beloved yei Yei!!hee love u! ! Pring *
ham,4 batteries
ham,Prakesh is there know.
ham,"hey guys, result out by today huh? dun mind tell me ya result"
ham,Then nvm bah. Nothing can be done already.
ham,I'm thinking that chennai forgot to come for auction..
ham,Enjoy thě lunch dear. Hee. Lub u
ham,Boo! I off class le!
ham,Heehee :DD Yup yup LOL.
ham,ll b late too...
ham,Hee. I love u too dearie bao ei
ham,$ <#>  only
ham,Hi carè to chat
ham,Lol leave me alone!
ham,"I'M A LUMBER JACK AND I'M OKAY, I WORK ALL NIGHT AND I SLEEP ALL DAY"
ham,Huh u still doing yest tut... I tot u finish liao... U v slow leh...
ham,U ponning hse meeting?
ham,Haha. Maybe? Dunno yet. U gg ah?
ham,"Hi Desmond, thanks for taking the time to meet today.  We would liketo request that you use a different carpenter than the currentgentleman for the kitchen and all other works that need to be redone.Thank you!"
ham,Np! So its my msn acct and pw is Zheryl:D Hahahahaha gonna change itthis weekend probably it's a weird pw!
ham,"Yes andrew,il cm 2 d prayer meetin dis wednsday surely.cl u 2marw.t.c.g.b *Send D2D SMS @ just  <#> cents with Budget SMS!*"
ham,See you in
ham,Just send then tml see reply lo if no then tml after marketing can gole arh lol... ya lo bo pian mah lol or deduct mark again meh
ham,Haha ok if he going tell me... if not... farm hat now?ol
ham,Home will make u feel good and happy and try to improve ur skills
ham,Going out with my mum and sis. you want to join in?
ham,Lol do your own notes eh haha
ham,Tiwary now
ham,Alright. Let you all know later.
ham,LOL HAHA LORD OF THE RING HAHA
ham,"Hey! Sorry, I didn't have my phone"
ham,Hey please tell me if the email to Eric is OK.
ham,"Yupz... Can send to me, dunno y i cant access... Thanx..."
ham,Hahahahaha yeah got pillow dont worry.
ham,I cfm with laura n shuling then update u again?
ham,Ohhhhhh ok how abt mon morn/?
ham,Haha wait till I get one then I dl for you. XD
ham,I will have an interview at  <DECIMAL> pm tomorrow and at 5pm on thursday.
ham,Ok might come
ham,wanna go shop shop??
ham,"Sooooorry, I slept through my alarms"
ham,Okay wat time
ham,Sohji eating in sch?
ham,"s christmas eve, any activity?"
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,-.- sorry typo I mean can not cabbage
ham,u wherre le
ham,s still young.. have to jog lah...can feel myself expanding sideways...if not too late to remedy
ham,Haha no it's Friday and Saturday!
ham,Six I guess... you?
ham,#NAME?
ham,Ok. I've been inside the roon. It's not that small. There is noraised stage but there is a clearing in front. The piano should mostlybe in tune unless they're charging for the retuning after use?
ham,Pls give me a ring once dr. Kasun is available 4 me 2 meet. Lasanthi.
ham,Got class hor??
ham,2morow ICT ramalakshmi's b'day!:-)
ham,He ordered alot
ham,<DECIMAL>
ham,s party? Haha we can meet up then.
ham,Hmm. Then your friend's birthday how le?
ham,"Hmm alrights call me before you leave, if I dun answer then dun come,coz I might be sleeping then v hard to wake me up one:P"
ham,I want to exercise... Hey maybe we can go sign up for one mth kb or sth...
ham,Lols yea Ryan you Jonathan deer David hwang
ham,Haha ya lo Ty! Here the rain just stop! Haha good weather for.a nap!
ham,Lol look who's talking man! Good morning to you too
ham,Oh. Perhaps it collects usage pattern data?
ham,Yes exactly.
ham,"Hi Andreu,good morning. Whats it u wanted 2 say last nite? Did anna contact u? May God give al courage n strength 2 do what is right n good. Have a nice day"
ham,Yao
ham,Haha okay (: see you soon!
ham,Un aal warden kittandhu super comment vaanginaalan!
ham,:D why is the train ride taking so long!!!
ham,Jus wanna wish ü all the best for your coming exams. Jia you!
ham,Ard  <#>  ar?...
ham,ve got driving today? my driving at 240.
ham,No. I'll be having a proj meeting.
ham,"répondre à mes questions chatte l'homme,"
ham,s house tonight. now going to eat seafood w my mummy.
ham,Thanx for everything u have done for me!!
ham,Bring mike for break
ham,DayshowChargersClean ovenBring bag to commencementBlanketstuffed animalSell book!!!
ham,"I know, saw your Facebook! :) congrats! :)"
ham,Bui wat time you reach home?
ham,Yeah da. 3 today.
ham,OK I ll come
ham,"Post! ""Bitch don't make me write you out if this story. I will NedStark your ass."" -Fakir"
ham,Aud ask whether tmr going to ghenglai house ard 5 for dinner i think..
ham,Lol okay
ham,"Hi, how's everyone and how are your kids??"
ham,Lol okay I can reach in  <#>  mins time
ham,now found fifty ringgit... maybe can find better stuff later
ham,Nice xP
ham,WHAT WHY HIM LOL
ham,Hey till what time you guys practicing? Is there anyone who lives inPGP in your group?
ham,Ah yes im sorry. Lol loh jing yi right. Yup her form is with me.
ham,s bdae..
ham,Ohhh
ham,Jiahao?
ham,Dear dear I reach home le! Daddy fetched me at lot one. Enjoy urdinner. Hee. Looove u lots! Rem ur Med.
ham,"Hi,how are you"
ham,What r ü working as rin
ham,ya.. found him already la.. of cos.. wat time ur proj until? u eat my pasta already? nice?
ham,"ID <#> K. Hi I'm interested in this assignment. Tue  <#>  preferred.Sunday will be best, if possible."
ham,Lol I know. And he suggested the contacts. So I asked him are u cheating on me?
ham,Eh can sign us up? Yuquan say by Tmr le
ham,"How come u r near my area leh... Hmmm, dun thk so, watchin tv..."
ham,"Haha yeah I might have gone before coz I had one uncle celebrate hisson's birthday there or something, that chalet super huge and nice!Hahaha I haven't been to either before omg! wow omg so cool hehe livelike a boss! haha its a random thing, I show you the pic this thurs!Wow haha steamboat!! Haha omg I kissed sophie hahaha!"
ham,Welp apparently he retired
ham,"Hi Desmond, your tenant from Warren here.  We received another letterfrom SMT&P your solicitors. I assume it's important.  Can you tell mewhere I should mail it to to reach you (you sent me your addresspreviously, but I deleted it).  Thanks"
ham,Muacksss give u many many kiss plus big big hug! Laogong eat full full le ma?
ham,Go to sleep
ham,ll miss u... Wat u doing? Having ur lunch now?
ham,How's mummy now
ham,Oh ho. Is this the first time u use these type of words
ham,I cannot call out... So tak tau lo... Nvm la is caili she will call u de...
ham,What next tues? Hey hey the food sci dateline brought forward to 24th
ham,Wa that is super fast... then wat u watching next lol... study forexam also cabbage study together mah lol... yuan Lai ru chi no wonderu wanna go lec lol...
ham,Talk to g and x about that
ham,He scared of us issit!!
ham,Yupz... Can walk from tanjong pagar station... But i dunno how to tell u how to walk from there...
ham,Haha also yummy arh... yes spaghetti! Wahahaha.... Nomnomnom! Ya Lobut still sleepy! Must be chuan ran by u... haizzzzzz... let me guessis it a short!
ham,It was awesome
ham,From egmore come to broadway busstand through  <#>  series bus..from broadway get  <#> L bus and get down in guru nanak college..
ham,Give me half an hour
ham,Did u receive my msg?
ham,Got arp
ham,Not meeting ricky today. Meet tomorrow evening 6pm. Most thingsscheduled.  Will talk to you tonnight.
ham,No d
ham,oopsi.. u wan go walk abit or sit down somewhere? i reach le call u?
ham,Haha have fun with your friends! haha today was nice! (: no worriesI'll get my work done!
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Are u coming to the funeral home
ham,Hi hi (: you might have to wait awhile sorry! Hehao's not there yetand Chester hasn't replied me!
ham,What happen.
ham,pore.nice 2 mit u all!
ham,Dear Aarti Kumari please collect your study material from Room No.<#>  latest by  <#> /Sep/ <#>  on any working day from  <TIME>  a.m.to  <TIME>  p.m.Aar chale books lene?
ham,take CS4260 next sem?
ham,Wat time is SAT
ham,Bblp reaching sembawang le
ham,"Please, comes!"
ham,"Lol wah now me. Haha never mind eh once in a while bad guy it'salright, for im always so kind and good."
ham,Thank you princess! I want to see your nice juicy booty...
ham,Don't worry love =)
ham,Next to me there's some room =P
ham,Hre tei yei lg leaving soon le. Oppsi
ham,Please get vincent to reply me.
ham,Goodieluckiefortomorrow!
ham,s a rich man woes by an investor from erc.Gd article pass it on.
ham,"He faild. .he got a front seat. So was unable to msg. He has faild chm,bio and urdu.. Phy and eng r stil left"
ham,What time would you guys be leaving on the bus?
ham,"Wilson, can we meet  <#>  to 2pm tmr? I told TG le."
ham,t know where to go..
ham,Wat style??
ham,Send me yetty's number pls.
ham,Good night...
ham,K mam pls bring redhat disc
ham,Tmhe Wednesday ko  <#>  bje intrvw k liye ana hai. And this timethoda padh kr ana.
ham,"Hi for this weekend I'm free at 5pm, do you want to bring forward the tuition?"
ham,Haha no no I just don't check my phone much! Haha psps:P hahah whodoesn't have friends!! Ohh wow its damn cool lah! Espresso is strongerI think! Hmm actually i'm not very sure!!
ham,Hey i am still having breakfast eh. If you reach there first can help rebecca and me chope seats?
ham,Can msg me ur blk no and unit no again?...haha...
ham,When does the concert end?
ham,haha my job haven't start yet so not too bad! (: where are you now?
ham,Come soon
ham,Tmr i can only mt u durin my lunch break...Wed la...
ham,Ah ok
ham,"Hey! I just got back. I picked up some class supplies at target                                   (notebooks, paper, pens etc.) and ordered one of my books off Amazon.                              I still need to get a couple more books for class this week, so if you                             could transfer some moolah over ASAP that would be so great! I'm going                             to talk to financial aid tomorrow, and I'll be sure to let you know                                how things go. Thanks for everything and talk to you soon!"
ham,Send me ur flight details?
ham,Carry on not disturbing both of you
ham,Haha u should. Lol.
ham,Terryville!!!
ham,She went to attend another two rounds today..but still did't reach home..
ham,No lo..Suddenly get sick one.Hehe..Ur fren also sick ar..
ham,I suck.
ham,s a VERY VERY long wait...Haha btw wat com u got? Did u get fujitsu?
ham,Ahh but eating takes up time potato!! Haha yeah o.o we should settlethe day for our walk soon! Haha dunno where else! LOL my room!!! GoThailand first then can ah! Omg jealous I want also):
ham,"Hi.im sry if i hurt u in da mrng.it just came out of my mouth.i hv learnt a lesson 2da.""if no practice nt 2 sing loud"".tc.c u sn brothr.gud n8. RoZi"
ham,Ok^^ haha aww they left me outside to wait for the late people haha><
ham,Just having nw..wat abt u?
ham,K f u want take xrx d
ham,GRAN ONLY FOUND OUT A FEW DAYS AGO.CU SOON HONI
ham,No its m <#> nyB-)
ham,"Eh I not in sch. At marina promenade, last min got run."
ham,Yea enjoy while we can
ham,No. Just nice before u message me my friend got call me. So I wake up.
ham,I think i am disturbing her da
ham,Its fine!
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Dunno why he dun wanna go le. K lo
ham,s no prac tomoro. Those who can avail themselves for the meeting please sms me once you c this.
ham,Left half lo. Eh 2moro I going try DB le!
ham,Tian ah. This one really jialat. Bad feeling.
ham,Well we'll start with a massive bus failure...
ham,Nt true. Nerds dnt knw the technology
ham,No comment
ham,Then still waiting?
ham,hey i gonna meet u all guys for a short meeting nxt wed.. i confirm wif u all the details soon..
ham,5 min
ham,Many more happy returns of the day. I wish you happy birthday.
ham,We can go grab something light at macs later?
ham,"Neh, Six Feet Under. Two hours outside at least? We can just hang out for that little while too."
ham,Who all are
ham,but u promised to come back! how can u???
ham,I thnk u r slept... Good night... Sleep wel... Ummmaah...
ham,Lol I think I will wait at the bus stop.
ham,Yeah haha
ham,Good morning princess! Have a great day!
ham,Dude ive been seeing a lotta corvettes lately
ham,Check your email
ham,Lg wait at bus stop outside the np mac
ham,"Ohh,it was in the past exam paper om espace luhh"
ham,Haha uhh oh she wants to see me at 2><
ham,"What part of ""don't initiate"" don't you understand"
ham,Lol I see  <DECIMAL>  is nearer to  <DECIMAL>  than  <DECIMAL>  so Ijust choose that one Lo... ya performance not tested
ham,Hmmm... Din c e aluminium one... Mayb lor...
ham,Usual back right
ham,Paine may be for mumbai
ham,Wat time u finish ur lect today?
ham,What time mas?
ham,Wit who d.swathi told she is nt cuming
ham,Staying tonight?
ham,oo. ur email id n original pw is?
ham,LOL I DIDN'T KNOW UNTIL JUST NOW CAN. haha he not familiar with thesong is it? Hahaha icic!! All dun want to be detained!
ham,you outside?
ham,O.o you're at bishan??
ham,"Aight, see you then"
ham,NO I NEVER STUDY WTH SHE GIMME SUCH SHORT NOTICE NO WAY MAN I TOLDHER I GOT CCA.
ham,Hehe..Wake up already ar..I today no work sia..Keke..
ham,Happy Birthday.
ham,Fuck off.....
ham,Hahaahaaa. Of course ma... Then I can whine to u. Laalalaa
ham,Neh didnt go. But I roughly know where it is liao.
ham,Hahaha I see
ham,Tmr scm students no need go pwa. Gp students will do their presentation tmr.
ham,Match adutunna
ham,Hahaha tues?? I realise mon have exchange mtg! LOL WHAT HAHAHA GO SAMPLE MORE.
ham,K.k
ham,Ahh haha nvm thanks anyway! just rmb sophie have:P haha ooo are youstill in sch? Can come with me! I have everything!
ham,P
ham,"Our pinky will confirm be gone, even when we live on"
ham,Rum
ham,Bul im in the church nd seated in the place whre u wer refering yestdy.Yah ther's a girl nd a mum.Hope they r the people .But as i'm nt wearing spectacals couldnt c wel.I'l pray 4 u da.:-) by.Tc
ham,Alone on bed..only thinking of you. What About you ?
ham,I go bathe first k.
ham,<<Content not supported>>
ham,"oh.. hmm i completed  the intro scenes but cchanged the speech quitealot coz the hearing aid actually nt very big. plus i couldn't copythe picyures frm google doc. then for scene 1, u really wan the man todo weightlifting?it's a car phone and cannot ring if not connected tothe car battery.."
ham,I'm at the bus stop on ur hse side...
ham,"A while more, still packing paiseh."
ham,"Hm. I thought clement is back, no? Talking to chloe's sister just now.Actually I like nicki minaj haha"
ham,That's a depressing thought! I dunno coz everyone I asked saydunno._. What the just damn sian. I dun care le later just readthrough the notes bah.
ham,Wow.did u seen him
ham,I haven given millian e oil yet... U give ah...
ham,Miss eu dipx dipx! Muack*
ham,Yea v near. Lols wad doing u? Later I try online
ham,I'm here!
ham,Set! Dun disappoint me
ham,Hmmm...i cant rem wat time is my lesson liao... I go home den confirm w u k...
ham,Papa ph0ne kar0
ham,LOL good luck HAHA. mine gonna be worse!
ham,U forgot to gif millian his dog bone... Later his tooth ache...
ham,Keep the door open
ham,I love you! I'm sure it'll go great!
ham,I am not sure about night menu. . . I know only about noon menu
ham,Nt a big deal..cause i hvnt told u othr thngs
ham,Need. I still need those information.
ham,Im stay at office now.
ham,Yes....you too believed it?
ham,Yeah but extra workload so it's quite sian.
ham,Who are you.
ham,Nooooo she said it's cause I was in every section and stuff!!!
ham,Sorry? You are looking for?
ham,Psh you hardly used gaia... what could yours even have?
ham,Lost. Tell me the main things
ham,K:)
ham,i meet u at the sci canteen after my tutorial at 1pm k??
ham,Life Is Heaven
ham,Ok nvm then.
ham,Subsidy? For the module? o.O
ham,"won't have dinner, u know. u may want to tmr lunch,i think."
ham,pata laga? quiz  <TIME>  hi ho ga na?
ham,I think you can go to the mother tongue dept. staffroom and see if the teacher is there tmr. Blk b level 3 forgot what room number
ham,Hey..are you there?
ham,Primary sch fren. 1 guy only. 2 ppl go own ubin le
ham,Wa now u must wait for me! I will be reaching around  <DECIMAL>  T.T...
ham,Alicia! This is Brandon. When's our rehearsal for the voice event with Tali?
ham,Rishte me to hum tmhare _ _ _ _ lagte he name he sunny.. Mamu mele me aaega?:-D
ham,place?
ham,s no solution ...
ham,Ohh okay! Np (: (:
ham,4. Thks
ham,OMG LOL SO MANY MESSAGES HAHAHA I DIDN'T KNOW THAT SONG AND YES WR
ham,Ok going to sleep. Hope i can meet her.
ham,Lol n1 erm tmr still dunno want bring macbook ornot you want to pass autocad?
ham,"Hahaha what so random! But Amanda seyfried pretty anot? Hmm dun smsme until you reach home bah, talk to your friend! Ohh icic haha butcannot back out right! I dun know, my mum told me not to answer haha!I dun think foreigners find me cute!"
ham,Haha no she crashing mine later haha x.x haha so late!
ham,Haha maybe tml  got new stock leh.... nooooooooo y u mocking meT.T... I wanna watch running man...
ham,"Hi Ricky, the color for the spray back glass should be the same asthe wall color, which we believe is Lily white for both dey and wetkitchen."
ham,F0rgiven..
ham,Signed up table tennis doubles :)
ham,"Hi Andreu n baba, r u in the bus?"
ham,hee. morning myvloveely boy!!!lovelove u!
ham,Hahaha what the!!!! Show me next time!!! I overslept ._.
ham,"yara yaad nai ha...lite bhi nai ha, warna dekh kar bata deta"
ham,"U leh, watching tv?"
ham,How come? I got Pe lol
ham,"reached at Mumbai airport , call you later in evening"
ham,Failed?
ham,"Haha its fine! I prefer sitting away from the window! Previously Ialways have to watch them talk, very difficult to concentrate! Wowhaha stay so near ah hahaha cool! Omg ): I've never been in an airconclassroom! No la haha we just pull out try try er yi! Hahaha but socool! You won't be in my class though hahaha! Okay :P pass pichu toyou later! And uhh just asking, do you dare to eat those biscuits yougot LOL."
ham,Kay. Cya there. Haha ü want to see photos?
ham,K.. Thru msg.
ham,did u did the project?
ham,Home le bbbbbblp
ham,Hey enduku matladadu emindi?
ham,Yes! I also plan to repent for being the worst friend ever to one ofthe awesomest people I've ever net =(
ham,"We are at far east plaza, bldg next to hyatt hotel on scotts road."
ham,Haha when?
ham,"Darling, apparently roslyn told nanao ppl about the voice thing o.o"
ham,Yes princess! I want to catch you with my big strong hands...
ham,Home le bao bao
ham,Hokay.
ham,"hey, good luck for exams! hope u pass with flying colours!"
ham,Jeff's sis?! Lol okay they sounds cool. You 安排. (y)
ham,Result came ah?
ham,bus stop you mean?
ham,Which bus stop?
ham,Ru goin to takin organizer video
ham,"s pump... E pump i bought not very strong, haiz, wasted..."
ham,Hi we have reached. Do we go up
ham,Haha so finish le arh? So late lo... scare not enuff sleep for tmltutorial T.T... wait cannot get up again lol... haha can watch wif uagain quite nice... got arh half an hour lol
ham,"Ic. I oso leave sch oledi, to avoid  <DECIMAL>  peak hour haha."
ham,Well there's still a bit left if you guys want to tonight
ham,But I tot game theory more fun since its more like probabilty
ham,U reach home den let me noe lah..
ham,Hey guys... Where r u ?
ham,"Dear bro, did ceylinco IT ppl cal u 4 an interview?"
ham,Khelne chal0ge?
ham,wanna go swimming?
ham,"Go there n wait lor, what else?"
ham,chou chou! u still want to eat?
ham,Oki.. I freezing liaison. Haha
ham,kay
ham,U free now?
ham,You got any lessons after Friday lectures?
ham,"Nope, not yet."
ham,s Bday..Any suggestions as to what to get for her? Ü
ham,Wait d! Cmng!
ham,"Walk-In Interview for HCL BPO Spot Offer Salary 2 Lac on  <#> th Jan bet  <#> to3 @ Pay4Pay No  <#> , Nainappa Naicken St Park Town Ch-3 Near Central Station Ct- <#>"
ham,:D I will haha omg huikang did hair extension XD
ham,What are you doing the saturday of the  <#> th?
ham,LOL!!! But jio girl one must be more assertive ah! If not can getsnatched away one leh! Hahaha next time show you! I'm not! Have fun!!
ham,ll jus wait for u there.
ham,ben taking.. can help me ask? tyty..
ham,Hey every1 wats up?
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,Caw caw... I just realised that's are five unnamed heart shards
ham,Lol pastamania.
ham,Pls call me:-.urgent.
ham,Haha yeah. Clear your d drive partition too if you wanna play save.
ham,Erm friday I not so sure. Sat can?
ham,me at home
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,Yea may be slightly late though ps
ham,Haha.. Kk.. :)
ham,Yes meet you at block  <#>  can?
ham,Haha no I expect more than that. Because I got links for yourinception already. XD
ham,"Hahaha, man, your quick Googleing basically saying they're retarded"
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Alright. U too! Enjoy e mooncakes n stuff.. Haha.
ham,Authorised study center.
ham,honj ajfjf adf
ham,Hey where's the place eh?
ham,What time is the talk?
ham,Yo.. Reminder and also some slight changes. Lets meet 1715 at sheares hall lobby Tmr..
ham,Lol wiki?! I think I can tell you the whole story already.
ham,Ok alright.
ham,Where is it ah? Hee
ham,No prob. :-)
ham,Haha write about ayumu's house and compare difference in how they dostuff compared to you!
ham,U write lor. But dont ask me write wat... Cos whatever i say i duno how u all will think....
ham,"I brought bang with me to sch but I nvr bring poker cards leh, u athome? If yes u bring? Cause I lazy go home, cause the bus stop at nearfab's house."
ham,Den how? Where got time buy? GG
ham,K.how was job going?
ham,Soon
ham,Ya. Is it u only rmb the pagan holidays Haha... eh I'm killing myselfover stupid statistics lor. At least ur hell week is over haha
ham,"What, I don't get it! XD"
ham,"Oh, they were juz commenting on its popularity. Hey, your dog looks real cute."
ham,Hahaha okay! :D
ham,"Hi sorry for the late reply. It's been sold, thanks"
ham,"Haha... no of coz not, stupid to go alone"
ham,haha.. he say set ur clock to  <#>  then iit'll work.. u go try
ham,Hi niny how r ü.care to intro pls...
ham,"Hurry up, I've been weed-deficient for like three days"
ham,U met up with rose already?
ham,m calling ü now ar...
ham,at bruce b downs & fletcher now
ham,Wow... Kaiez... Muz show me ah... When we go sentosa...Haha...
ham,Where?
ham,"Lidat still need to go all the way back home, bath, dress up and gowith mother leh. Morning I probably 'running my car' at your duck tourarea also."
ham,stuff on transfer Mr budi...please response...
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  <#> .joker face.
ham,hee!! my baobei smile happy happy i also dum dum le. love u!!
ham,Lol I try eh. I need to stop spending for  <#>  weeks leh.
ham,okie .. wat time ?
ham,Karthick now
ham,"Haha chase her out! Yeap ecology with my biochem teacher! Must rmb itah, dreams are difficult to rmb one! Zzz my seatmates ask me payattention so they can study chem..."
ham,Oh oh. I want to borrow your 1tb hdd.
ham,Hee. Lg so lucky to hv my girl too. Muacks
ham,Bring tissue paper out ok... We use up oredi...
ham,Hey I do  <#> ?
ham,Yeah =/
ham,play counterstrike online?
ham,tink now nobody really doin it rite?
ham,Now I get both!
ham,y ü got ask?
ham,I went back sch 1st lols. U won anything?!
ham,U also Tue arh? Then shld be next week lo this week only got wed and Fri
ham,I think it's all still in my car
ham,Nah wat time u playing mj? Jasmine ask is she included?
ham,wait for a wilrt
ham,good afternoon  had your lunch?
ham,"Yeah, probably here for a while"
ham,Hee.. Just wake up not long ago. Going to office soon. So u having ur lunch now?
ham,Yep no prob come take
ham,"My team member wearing formal, i might go home change -.-"""
ham,You're not gonna miss me?
ham,No nid programming. It's very exciting!
ham,I oso noe nxt month... Wat day la...
ham,Ya..
ham,You wana come out and chill?
ham,Me?Of im single n avail...hehe
ham,s inside e pink teddy box on e table... Shld b ard there one la...
ham,Oei don't mia leh
ham,Later give u a miss call then u come down. Thanks.
ham,Ok set go on thurs lo
ham,"Hey lynette, later 1hr before you reach sch, contact vincent at  <#>so he can open the door for you."
ham,"Hall... No nd wat, unless u wana stay in hostel... Gen goin smu, mich i dunno..."
ham,I thiiink so but I'm not sure. Like ccc#>ccec# and then ccc>cecc...but maybe you can combine those rules
ham,Hahaha I see... what paper is it?
ham,Ya sorry got down at wrong bus stop. 2 mins
ham,Mohit aap offline Kyu hai?
ham,"Ya I will do it. Tsk auntie, you very naggy leh."
ham,s sourcing for its text...
ham,"Hey, later i'll drive to sch n i'll most probably leave after 5pm ngo home first. Then, i'll take train. See if u wanna meet me at bishanard 6plus anot loh."
ham,Go to hell
ham,"We're on our way to get the truck.. whenever you get up, the newtenants said they'd help clean so I guess your could ask them to ifyou want... they have to move their stuff anyway right?"
ham,Just now starhub do survey. too bad no goodies...
ham,Hey got ovaltine! Lol but under milk tea.
ham,Okayokay no sleeping near girls I got that. Dont be worried and sad. I have no idea what I can do. Any suggestions?
ham,life sux! dun u thk so?
ham,Yup that works..
ham,Thanks for you info. Nitez
ham,Yay I need you to be my gl! :D
ham,Fast! I'm still queueing at the atm..soooo long. Wait a while ah..heh.
ham,Nvm. By mon  <#> pm finish can liao. Haha.
ham,sorry you guys go ahead
ham,Omg sorry I didn't get anyth st all! Next time call my house phone ifI don't answer! Sorry sorry!
ham,Hey gals.. I need to go funan it mall to look for my charger n take a look at the laptops.. Wanna come along? If u all wan..meet at cityhall mrt at 1 k?
ham,Yeap going.7.
ham,ür exams when start?
ham,I'm in sr7 at com2 lvl 2 and it seems available
ham,U need algorithm or program
ham,Whatsup there. Dont u want to sleep
ham,Anna v r geting down at kirulapana..At Which place 2 inform u? At kottawa?Pls da tel me once again *CricInfo Alerts! Type CRICKET & sms to  <#> . Cond apply*
ham,Haha I finish my psychology le! Omg it is the same test lo as Mondaythe arrow one... cept today do 2 times! I nearly fall asleep halfway!So Sunday de marketing meeting u going?
ham,Btw... do you have popular card?
ham,In school already?
ham,s in heeren spinelli now... In front o me! Btw li en says hi
ham,Har.. u change to us?
ham,8 bucks!!!!! :DDDDDD
ham,Y... U got lobang ar... Ok lor i dun mind but i got lesson until 4 tmr lei...
ham,great! its crystal jade at holland village. let's meet at  <DECIMAL>  alright? pls also help to ask other 'old' scouts. I have made reservation with a few more to spare.
ham,"N masthu tats a vry bg job, . . . Am nt qualifyd 4 tat"
ham,Sorry dun think so. U ask andy??
ham,"Eek I went to see it, I look unglam!!! Haha okay that sounds betterbro!!!:P chibi pain coz I'm chibi! Then when I hit not pain de! Hahaand you better not let any girl get too close haha, but actl idm ah,as long as you don't leave!:D Ehh you shouldn't hint, just tell meLOL. I may not get your hint!! Haha you're scared of lady gaga orJosephine?? Morning!"
ham,U should have asked ur question earlier!
ham,"Hi, i cld u, thk u r busy. Wn u r free let me knw. Any gud news? Tc buddy."
ham,Tml I shall do after marketing! Destresssssssss haha....
ham,hee. yes dear. nw gg her hse coz she forgot to bring her ic..
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS
